selection_index	primary_class_id	primary_class	class_ids	classes	source_kind	source_partition	source_image	dataset_image	calibration_hardlink	label_path	box_count	short_side_640	tilt_deg	size_quartile	angle_bin
29	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0064-2_0-207&308_327&353-327&348_208&353_207&313_326&308-0_0_33_26_20_26_24-48-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0064-2_0-207&308_327&353-327&348_208&353_207&313_326&308-0_0_33_26_20_26_24-48-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0029.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0064-2_0-207&308_327&353-327&348_208&353_207&313_326&308-0_0_33_26_20_26_24-48-5.txt	1	22.075377	2.406333	1	0-5
30	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0075-6_10-261&529_377&583-377&583_264&571_261&529_374&541-0_0_0_27_27_30_0-101-2.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0075-6_10-261&529_377&583-377&583_264&571_261&529_374&541-0_0_0_27_27_30_0-101-2.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0030.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0075-6_10-261&529_377&583-377&583_264&571_261&529_374&541-0_0_0_27_27_30_0-101-2.txt	1	23.231527	6.061906	1	5-15
31	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0079-0_1-253&484_388&533-386&533_253&532_255&484_388&485-0_0_23_26_24_26_12-28-1.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0079-0_1-253&484_388&533-386&533_253&532_255&484_388&485-0_0_23_26_24_26_12-28-1.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0031.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0079-0_1-253&484_388&533-386&533_253&532_255&484_388&485-0_0_23_26_24_26_12-28-1.txt	1	26.506182	0.430753	1	0-5
32	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0084-18_19-232&463_321&542-320&512_232&542_233&493_321&463-0_0_24_28_4_24_31-85-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0084-18_19-232&463_321&542-320&512_232&542_233&493_321&463-0_0_24_28_4_24_31-85-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0032.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0084-18_19-232&463_321&542-320&512_232&542_233&493_321&463-0_0_24_28_4_24_31-85-5.txt	1	27.039870	18.824695	1	15-30
33	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0088-5_1-491&314_626&369-626&357_496&369_491&326_621&314-0_0_14_29_33_33_28-64-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0088-5_1-491&314_626&369-626&357_496&369_491&326_621&314-0_0_14_29_33_33_28-64-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0033.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0088-5_1-491&314_626&369-626&357_496&369_491&326_621&314-0_0_14_29_33_33_28-64-5.txt	1	23.883986	5.273464	1	5-15
34	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0092-22_6-334&319_432&398-432&363_346&398_334&354_420&319-0_0_10_28_30_31_21-78-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0092-22_6-334&319_432&398-432&363_346&398_334&354_420&319-0_0_10_28_30_31_21-78-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0034.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0092-22_6-334&319_432&398-432&363_346&398_334&354_420&319-0_0_10_28_30_31_21-78-5.txt	1	25.162506	22.144980	1	15-30
35	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0098-5_5-188&474_314&539-314&539_188&527_188&474_314&486-0_0_21_31_24_33_0-169-3.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0098-5_5-188&474_314&539-314&539_188&527_188&474_314&486-0_0_21_31_24_33_0-169-3.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0035.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0098-5_5-188&474_314&539-314&539_188&527_188&474_314&486-0_0_21_31_24_33_0-169-3.txt	1	29.240960	5.440422	2	5-15
36	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0109-6_4-330&584_463&653-463&637_332&653_330&600_461&584-0_0_28_30_26_27_29-60-6.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0109-6_4-330&584_463&653-463&637_332&653_330&600_461&584-0_0_28_30_26_27_29-60-6.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0036.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0109-6_4-330&584_463&653-463&637_332&653_330&600_461&584-0_0_28_30_26_27_29-60-6.txt	1	29.262416	6.963396	2	5-15
37	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0143-20_3-373&506_498&602-498&565_399&602_373&543_472&506-0_0_31_31_25_15_30-144-6.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0143-20_3-373&506_498&602-498&565_399&602_373&543_472&506-0_0_31_31_25_15_30-144-6.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0037.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0143-20_3-373&506_498&602-498&565_399&602_373&543_472&506-0_0_31_31_25_15_30-144-6.txt	1	35.572246	20.492859	2	15-30
38	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0178-0_18-236&505_440&578-440&578_258&575_236&505_418&508-0_0_33_2_27_26_26-137-4.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0178-0_18-236&505_440&578-440&578_258&575_236&505_418&508-0_0_33_2_27_26_26-137-4.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0038.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0178-0_18-236&505_440&578-440&578_258&575_236&505_418&508-0_0_33_2_27_26_26-137-4.txt	1	40.483209	0.944274	2	0-5
39	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0188-20_27-294&528_419&654-410&610_294&654_303&572_419&528-0_0_6_2_26_29_25-144-7.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0188-20_27-294&528_419&654-410&610_294&654_303&572_419&528-0_0_6_2_26_29_25-144-7.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0039.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0188-20_27-294&528_419&654-410&610_294&654_303&572_419&528-0_0_6_2_26_29_25-144-7.txt	1	45.513281	20.772251	2	15-30
40	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0197-7_8-257&504_417&607-415&587_257&607_259&524_417&504-0_0_16_31_25_31_19-33-2.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0197-7_8-257&504_417&607-415&587_257&607_259&524_417&504-0_0_16_31_25_31_19-33-2.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0040.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0197-7_8-257&504_417&607-415&587_257&607_259&524_417&504-0_0_16_31_25_31_19-33-2.txt	1	45.805935	7.214501	2	5-15
41	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0228-30_18-362&419_500&557-486&557_362&484_376&419_500&492-0_0_24_30_26_22_31-51-4.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0228-30_18-362&419_500&557-486&557_362&484_376&419_500&492-0_0_24_30_26_22_31-51-4.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0041.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0228-30_18-362&419_500&557-486&557_362&484_376&419_500&492-0_0_24_30_26_22_31-51-4.txt	1	36.684130	30.485752	2	30-90
42	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0282-1_16-200&494_459&585-459&585_222&577_200&494_437&502-0_0_23_28_26_33_33-13-1.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0282-1_16-200&494_459&585-459&585_222&577_200&494_437&502-0_0_23_28_26_33_33-13-1.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0042.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0282-1_16-200&494_459&585-459&585_222&577_200&494_437&502-0_0_23_28_26_33_33-13-1.txt	1	47.374039	1.933144	2	0-5
43	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0282-3_5-203&461_439&561-436&548_203&561_206&474_439&461-0_0_26_31_14_32_25-135-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0282-3_5-203&461_439&561-436&548_203&561_206&474_439&461-0_0_26_31_14_32_25-135-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0043.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0282-3_5-203&461_439&561-436&548_203&561_206&474_439&461-0_0_26_31_14_32_25-135-5.txt	1	48.028520	3.193470	2	0-5
44	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0358-16_14-242&458_450&602-448&602_242&542_244&458_450&518-0_0_21_16_25_29_29-78-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0358-16_14-242&458_450&602-448&602_242&542_244&458_450&518-0_0_21_16_25_29_29-78-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0044.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0358-16_14-242&458_450&602-448&602_242&542_244&458_450&518-0_0_21_16_25_29_29-78-5.txt	1	46.357457	16.239104	2	15-30
45	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0391-2_10-195&443_477&559-477&559_209&547_195&443_463&455-0_0_21_21_24_24_29-31-6.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0391-2_10-195&443_477&559-477&559_209&547_195&443_463&455-0_0_21_21_24_24_29-31-6.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0045.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0391-2_10-195&443_477&559-477&559_209&547_195&443_463&455-0_0_21_21_24_24_29-31-6.txt	1	57.896790	2.563560	3	0-5
46	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0484-2_7-233&448_535&582-524&570_233&582_244&460_535&448-0_0_24_27_28_17_29-151-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0484-2_7-233&448_535&582-524&570_233&582_244&460_535&448-0_0_24_27_28_17_29-151-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0046.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0484-2_7-233&448_535&582-524&570_233&582_244&460_535&448-0_0_24_27_28_17_29-151-5.txt	1	67.583136	2.361412	3	0-5
47	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0486-21_22-232&449_447&638-447&638_233&552_232&449_446&535-0_0_1_30_11_24_25-15-3.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0486-21_22-232&449_447&638-447&638_233&552_232&449_446&535-0_0_1_30_11_24_25-15-3.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0047.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0486-21_22-232&449_447&638-447&638_233&552_232&449_446&535-0_0_1_30_11_24_25-15-3.txt	1	56.830199	21.893706	3	15-30
48	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0514-11_16-223&442_504&595-504&595_231&537_223&442_496&500-0_0_27_32_26_5_29-79-4.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0514-11_16-223&442_504&595-504&595_231&537_223&442_496&500-0_0_27_32_26_5_29-79-4.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0048.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0514-11_16-223&442_504&595-504&595_231&537_223&442_496&500-0_0_27_32_26_5_29-79-4.txt	1	52.599591	11.994379	3	5-15
49	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0521-18_32-212&527_468&697-468&697_236&620_212&527_444&604-0_0_27_15_32_24_27-114-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0521-18_32-212&527_468&697-468&697_236&620_212&527_444&604-0_0_27_15_32_24_27-114-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0049.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0521-18_32-212&527_468&697-468&697_236&620_212&527_444&604-0_0_27_15_32_24_27-114-5.txt	1	52.991083	18.360964	3	15-30
50	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0604-6_8-174&429_478&595-472&563_174&595_180&461_478&429-0_0_4_17_26_32_30-54-1.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0604-6_8-174&429_478&595-472&563_174&595_180&461_478&429-0_0_4_17_26_32_30-54-1.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0050.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0604-6_8-174&429_478&595-472&563_174&595_180&461_478&429-0_0_4_17_26_32_30-54-1.txt	1	74.004949	6.129034	3	5-15
51	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0845-27_37-148&382_425&637-425&637_172&508_148&382_401&511-0_12_11_13_32_32_30-25-7.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0845-27_37-148&382_425&637-425&637_172&508_148&382_401&511-0_12_11_13_32_32_30-25-7.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0051.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0845-27_37-148&382_425&637-425&637_172&508_148&382_401&511-0_12_11_13_32_32_30-25-7.txt	1	70.767260	27.016204	3	15-30
52	0	blue	0	blue	ccpd2019	ccpd_blur	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_blur\0923-3_8-156&386_564&575-548&553_156&575_172&408_564&386-0_0_30_25_13_27_24-20-2.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_blur_0923-3_8-156&386_564&575-548&553_156&575_172&408_564&386-0_0_30_25_13_27_24-20-2.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0052.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_blur_0923-3_8-156&386_564&575-548&553_156&575_172&408_564&386-0_0_30_25_13_27_24-20-2.txt	1	92.559505	3.212294	3	0-5
53	0	blue	0	blue	ccpd2019	ccpd_challenge	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_challenge\0048-1_1-295&500_398&539-396&539_295&537_297&500_398&502-0_0_15_24_33_33_30-33-15.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_challenge_0048-1_1-295&500_398&539-396&539_295&537_297&500_398&502-0_0_15_24_33_33_30-33-15.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0053.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_challenge_0048-1_1-295&500_398&539-396&539_295&537_297&500_398&502-0_0_15_24_33_33_30-33-15.txt	1	20.443246	1.134987	1	0-5
54	0	blue	0	blue	ccpd2019	ccpd_challenge	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_challenge\0049-4_9-286&508_387&549-384&541_286&549_289&516_387&508-1_0_30_12_27_31_33-141-3.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_challenge_0049-4_9-286&508_387&549-384&541_286&549_289&516_387&508-1_0_30_12_27_31_33-141-3.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0054.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_challenge_0049-4_9-286&508_387&549-384&541_286&549_289&516_387&508-1_0_30_12_27_31_33-141-3.txt	1	18.281813	4.667164	1	0-5
55	0	blue	0	blue	ccpd2019	ccpd_challenge	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_challenge\0070-15_9-362&378_451&444-447&444_362&421_366&378_451&401-10_0_28_6_32_23_32-120-21.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_challenge_0070-15_9-362&378_451&444-447&444_362&421_366&378_451&401-10_0_28_6_32_23_32-120-21.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0055.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_challenge_0070-15_9-362&378_451&444-447&444_362&421_366&378_451&401-10_0_28_6_32_23_32-120-21.txt	1	23.826565	15.141231	1	15-30
56	0	blue	0	blue	ccpd2019	ccpd_challenge	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_challenge\0079-5_0-397&421_525&473-525&462_400&473_397&432_522&421-1_0_15_13_29_25_27-88-40.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_challenge_0079-5_0-397&421_525&473-525&462_400&473_397&432_522&421-1_0_15_13_29_25_27-88-40.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0056.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_challenge_0079-5_0-397&421_525&473-525&462_400&473_397&432_522&421-1_0_15_13_29_25_27-88-40.txt	1	22.681284	5.029204	1	5-15
57	0	blue	0	blue	ccpd2019	ccpd_challenge	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_challenge\0088-13_0-261&580_376&644-367&644_261&619_270&580_376&605-0_7_28_3_25_29_24-175-20.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_challenge_0088-13_0-261&580_376&644-367&644_261&619_270&580_376&605-0_7_28_3_25_29_24-175-20.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0057.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_challenge_0088-13_0-261&580_376&644-367&644_261&619_270&580_376&605-0_7_28_3_25_29_24-175-20.txt	1	22.082324	13.270827	1	5-15
58	0	blue	0	blue	ccpd2019	ccpd_challenge	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2019\ccpd_challenge\0108-15_5-329&505_457&576-442&576_329&544_344&505_457&537-0_0_24_24_33_14_31-142-20.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2019_ccpd_challenge_0108-15_5-329&505_457&576-442&576_329&544_344&505_457&537-0_0_24_24_33_14_31-142-20.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0058.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2019_ccpd_challenge_0108-15_5-329&505_457&576-442&576_329&544_344&505_457&537-0_0_24_24_33_14_31-142-20.txt	1	23.054022	15.811205	1	15-30
